## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0004373	fwd	four wheel drive	20190307	four wheel drive (fwd) encodes a Golgi-localized lipid kinase that synthesizes phosphatidylinositol 4-phosphate from phosphatidylinositol. It is involved in  spermatocyte cytokinesis and male fertility.
FBgn0052225	CG32225	-	-	Contributions welcome.
FBgn0052226	Pex23	Peroxin 23	-	Contributions welcome.
FBgn0052227	gogo	golden goal	20181115	golden goal (gogo) encodes a transmembrane protein involved in axonal pathfinding, especially in axon-axon and axon-target interactions.
FBgn0052344	CG32344	-	-	Contributions welcome.
FBgn0010391	SrpRalpha	Signal recognition particle receptor alpha	-	Contributions welcome.
FBgn0036704	CG6497	-	-	Contributions welcome.
FBgn0035827	Srp9	Signal recognition particle 9	-	Contributions welcome.
FBgn0041156	exex	extra-extra	20190307	extra-extra (exex) encodes a homeodomain transcription factor that is expressed in and regulates the differentiation of motor neurons that project axons to ventral body wall muscles. Within the central nervous system, the product of exex negatively interacts with the products of Lim3 and eve to govern neuronal specification and differentiation. The roles of the product of exex include neuronal specification and differentiation.
FBgn0035830	CG8209	-	-	Contributions welcome.
FBgn0010406	RNaseX25	Ribonuclease X25	-	Contributions welcome.
FBgn0035829	HP4	Heterochromatin protein 4	20181004	Heterochromatin protein 4 (HP4) encodes a component of classical heterochromatin that is involved in gene silencing by heterochromatin.
FBgn0262601	SmB	Small ribonucleoprotein particle protein SmB	20190314	Small ribonucleoprotein particle protein SmB (SmB) encodes an RNA binding protein that forms a heterodimeric sub-complex with the product of SmD3. They function as part of the heteroheptameric ring complex Sm core, which is involved in the formation of spliceosomal small nuclear RNPs (U1, U2, U4 and U5), which together catalyze pre-mRNA splicing.
FBgn0027554	CG8042	-	-	Contributions welcome.
FBgn0005683	pie	pineapple eye	20190314	pineapple eye (pie) encodes a protein that contributes to viability of imaginal disc cells and affects germline stem cell renewal. It interacts genetically with the Jak/Stat and BMP pathways.
FBgn0027550	CG6495	-	-	Contributions welcome.
FBgn0032299	CG17127	-	-	Contributions welcome.
FBgn0032298	CG6724	-	-	Contributions welcome.
FBgn0037420	CG15597	-	-	Contributions welcome.
FBgn0025776	ind	intermediate neuroblasts defective	20190912	intermediate neuroblasts defective (ind) encodes a transcription factor involved in the development of the central nervous system.
FBgn0024944	Oamb	Octopamine receptor in mushroom bodies	-	Contributions welcome.
FBgn0259741	CG42395	-	-	Contributions welcome.
FBgn0030711	Rrp47	Ribosomal RNA processing 47	-	Contributions welcome.
FBgn0005355	Su(fu)	Suppressor of fused	20190926	Suppressor of fused (Su(fu)) encodes a negative regulator of the Hedgehog signaling pathway. It forms a complex with the transcription factor encoded by ci to inhibit its activity.
FBgn0038078	CG14391	-	-	Contributions welcome.
FBgn0259110	mmd	mind-meld	-	Contributions welcome.
FBgn0038549	CG17802	-	-	Contributions welcome.
FBgn0028700	RfC38	Replication factor C 38kD subunit	-	Contributions welcome.
FBgn0036286	CG10616	-	-	Contributions welcome.
FBgn0039887	CG2053	-	-	Contributions welcome.
FBgn0264492	CkIIalpha	casein kinase IIalpha	-	Contributions welcome.
FBgn0051524	CG31524	-	-	Contributions welcome.
FBgn0036465	Rpn12R	Regulatory particle non-ATPase 12-related	-	Contributions welcome.
FBgn0053098	CG33098	-	-	Contributions welcome.
FBgn0032715	CG17597	-	-	Contributions welcome.
FBgn0036463	Reck	Reversion-inducing-cysteine-rich protein with kazal motifs	-	Contributions welcome.
FBgn0259227	CG42327	-	-	Contributions welcome.
FBgn0263667	Lpt	Lost PHDs of trr	20190912	Lost PHDs of trr (Lpt) encodes a core component of COMPASS-like nuclear receptor coactivator complexes. It is involved in histone methylation and dpp/BMP signaling regulation.
FBgn0038047	CG5245	-	-	Contributions welcome.
FBgn0030884	CG6847	-	-	Contributions welcome.
FBgn0037773	CG5359	-	-	Contributions welcome.
FBgn0038046	CG5641	-	-	Contributions welcome.
FBgn0001229	Hsp67Bc	Heat shock gene 67Bc	20180913	Heat shock gene 67Bc (Hsp67Bc) encodes a small heat shock protein (hsp) that binds to the product encoded by stv to regulate protein lipidation. The product of Hsp67Bc also induces the phosphorylation of eIF2alpha protein and stimulates autophagy, thereby facilitating the clearance of misfolded proteins. Hsp67Bc expression can be regulated by the product of pcm.
FBgn0266268	FeCH	Ferrochelatase	-	Contributions welcome.
FBgn0039430	CG5455	-	-	Contributions welcome.
FBgn0038235	CG8461	-	-	Contributions welcome.
FBgn0036494	Toll-6	Toll-6	20190314	Toll-6 (Toll-6) encodes a member of the Toll-like receptor family. It has neurotrophin receptor activity and contributes to dendrite guidance. Genetic interaction with 18w and Tollo suggests a Toll-6 role in convergent extension during early embryogenesis.
FBgn0264725	CG43993	-	-	Contributions welcome.
FBgn0025726	unc-13	unc-13	20190919	unc-13 (unc-13) encodes a protein involved in synaptic vesicle exocytosis.
FBgn0085437	CG34408	-	-	Contributions welcome.
FBgn0024889	Kap-alpha1	karyopherin alpha1	20190926	karyopherin alpha1 (Kap-alpha1) encodes a protein that is involved in spermatogenesis and the nuclear import of the product of yki.
FBgn0000121	Arr2	Arrestin 2	20190307	Arrestin 2 (Arr2) encodes a protein involved in rhodopsin inactivation that contributes to photoreceptor maintenance and smell and sound perception.
FBgn0261555	CG42673	-	-	Contributions welcome.
FBgn0039908	Asator	Asator	20190516	Asator (Asator) encodes a tau-tubulin kinase homolog that is localized to the cytoplasm at interphase. It directly interacts with the spindle matrix protein encoded by Mtor and localizes to the spindle region during mitosis.
FBgn0264006	dysc	dyschronic	20190307	dyschronic (dysc) encodes a protein that regulates the localization of the calcium-activated potassium channel encoded by slo. The product of dysc impacts circadian locomotor patterns, synaptic morphology, active zone structure, and both spontaneous and evoked neurotransmitter release.
FBgn0032798	CG10132	-	-	Contributions welcome.
FBgn0263114	CG43371	-	-	Contributions welcome.
FBgn0032727	CG10623	-	-	Contributions welcome.
FBgn0263032	CG43327	-	-	Contributions welcome.
FBgn0264562	Hr4	Hormone receptor 4	20190307	Hormone receptor 4 (Hr4) encodes a nuclear receptor that acts both upstream and downstream of the steroid hormone ecdysone. In the prothoracic gland the product of Hr4 acts as a repressor of ecdysone production. In other tissues, including the salivary gland and the fat body, Hr4 is transcriptionally induced by ecdysone to transduce the effects of the hormone.
FBgn0034861	CG9815	-	-	Contributions welcome.
FBgn0064225	RpL5	Ribosomal protein L5	20190314	Ribosomal protein L5 (RpL5) encodes a component of the large subunit of cytoplasmic ribosomes, which translate mRNAs encoded by the nuclear genome. RpL5 is haploinsufficient - heterozygous mutants display the 'Minute' phenotype, characterized by a slower developmental rate and small adult bristles.
FBgn0036910	Cyp305a1	Cyp305a1	-	Contributions welcome.
FBgn0264598	PsGEF	Protostome-specific GEF	-	Contributions welcome.
FBgn0035103	Vdup1	Vitamin D[[3]] up-regulated protein 1	-	Contributions welcome.
FBgn0036906	CG14102	-	-	Contributions welcome.
FBgn0261360	CG42637	-	-	Contributions welcome.
FBgn0033663	ERp60	Endoplasmic reticulum p60	-	Contributions welcome.
FBgn0263934	esn	espinas	20190307	espinas (esn) encodes a LIM domain protein that binds to the seven-pass transmembrane cadherin encoded by stan. This stan-esn interplay elicits repulsion between dendritic branches of sensory neurons.
FBgn0262846	CG43210	-	-	Contributions welcome.
FBgn0031914	CG5973	-	-	Contributions welcome.
FBgn0022985	qkr58E-2	quaking related 58E-2	-	Contributions welcome.
FBgn0010607	l(2)05714	lethal (2) 05714	-	Contributions welcome.
FBgn0054029	CG34029	-	-	Contributions welcome.
FBgn0031478	CG8814	-	-	Contributions welcome.
FBgn0034638	CG10433	-	-	Contributions welcome.
FBgn0029958	Pdp	Pyruvate dehydrogenase phosphatase	20190801	Pyruvate dehydrogenase phosphatase (Pdp) encodes an enzyme that regulates the BMP/DPP pathway via dephosporylation of the product encoded by Mad.
FBgn0043471	kappaTry	kappaTry	-	Contributions welcome.
FBgn0262480	CG43070	-	-	Contributions welcome.
FBgn0027590	GstE12	Glutathione S transferase E12	20180927	Glutathione S transferase E12 (GstE12) encodes an enzyme involved in glutathione metabolism.
FBgn0033845	mars	mars	20181011	mars (mars) encodes a microtubule-associated protein that shuttles between the mitotic spindle and the nucleus. It is required for mitotic spindle attachment to the centrosome.
FBgn0030103	Obp8a	Odorant-binding protein 8a	-	Contributions welcome.
FBgn0066304	Rpp20	Rpp20	-	Contributions welcome.
FBgn0029711	Usf	Usf	20190321	Usf (Usf) encodes a bHLH family transcription factor that recognizes E-boxes in the Ste promoter.
FBgn0002716	mei-W68	meiotic W68	20190314	meiotic W68 (mei-W68) encodes a protein thought to form a dimer with the TopoVIA subunit encoded by mei-P22 and is required for the formation of double strand breaks during meiosis.
FBgn0033224	Nop17l	Nop17 like	-	Contributions welcome.
FBgn0003140	PpY-55A	Protein phosphatase Y at 55A	20190801	Protein phosphatase Y at 55A (PpY-55A) encodes a male serine/threonine phosphatase expressed in testis somatic cells.
FBgn0020279	lig	lingerer	20190314	lingerer (lig) encodes a putative RNA binding protein that forms a complex with the products of orb and orb2. Loss of lig results in defects in copulation and short-term memory.
FBgn0264975	Nrg	Neuroglian	20190926	Neuroglian (Nrg) encodes an immunoglobulin domain-containing cell adhesion molecule that mediates cell-cell adhesion by forming homo- or heterophilic interactions. The long isoform of the product of Nrg is neuron specific and plays roles in neurite outgrowth, axon guidance and synapse formation. The short isoform of the product of Nrg contributes to the formation of septate junctions in epithelial cells.
FBgn0027569	cert	ceramide transfer protein	20180927	ceramide transfer protein (cert) encodes a protein involved in determination of lifespan. Mutant flies present accelerated aging due to oxidative stress.
FBgn0030362	regucalcin	regucalcin	-	Contributions welcome.
FBgn0004598	Fur2	Furin 2	-	Contributions welcome.
FBgn0000316	cin	cinnamon	-	Contributions welcome.
FBgn0046687	Tre1	Trapped in endoderm 1	20181108	Trapped in endoderm 1 (Tre1) encodes a G protein-coupled receptor of the rhodopsin class. Its functions include primordial germ cell/pole cell migration and programmed cell death, central nervous system stem cell division orientation, and mating/courtship behavior.
FBgn0004646	ogre	optic ganglion reduced	20190314	optic ganglion reduced (ogre) encodes one of the innexin subunits spanning the membrane 4 times. Together with the products of Inx2 and Inx3, it forms homo or hetero oligomers forming gap junctions, which allow the transfer of small solute between cells.
FBgn0023523	Or2a	Odorant receptor 2a	20190314	Odorant receptor 2a (Or2a) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0004057	Zw	Zwischenferment	20190321	Zwischenferment (Zw) encodes a cytosolic enzyme that catalyzes the oxidation of Glucose-6-phosphate to 6-phosphogluconate with the concomitant reduction of NADP[+] to NADPH. The products of Zw and Pgd are the two NADP[+] reducing enzymes in the pentose phosphate pathway.
FBgn0036165	chrb	charybde	-	Contributions welcome.
FBgn0044817	Ste12DOR	Stellate 12D orphon	-	Contributions welcome.
FBgn0053499	Sdic4	Sperm-specific dynein intermediate chain 4	-	Contributions welcome.
FBgn0053239	Ste:CG33239	Ste:CG33239	-	Contributions welcome.
FBgn0000635	Fas2	Fasciclin 2	-	Contributions welcome.
FBgn0259166	CG42271	-	-	Contributions welcome.
FBgn0021765	scu	scully	20181004	scully (scu) encodes a mitochondrial protein that is part of a three protein complex responsible for cleaving the 5'-end of mitochondrial tRNAs. scu product forms a sub-complex with the protein encoded by rswl. This sub-complex binds the tRNA and recruits the metallonuclease encoded by mldr, which is responsible for cleaving the phosphodiester backbone of the RNA. Loss of scu results in lethality and aberrantly processed mtDNA transcripts.
FBgn0265102	Oseg1	Outer segment 1	20190711	Outer segment 1 (Oseg1) encodes a protein required for ciliogenesis.
FBgn0263258	chas	chascon	-	Contributions welcome.
FBgn0260748	CG5004	-	-	Contributions welcome.
FBgn0030806	CG13001	-	-	Contributions welcome.
FBgn0034224	insb	insensible	-	Contributions welcome.
FBgn0036734	CG7564	-	-	Contributions welcome.
FBgn0266019	rudhira	rudhira	20190926	rudhira (rudhira) is expressed in nephrocytes and encodes a protein that regulates macromolecular uptake and clearance by nephrocytes to maintain tissue homeostasis.
FBgn0030973	CG7332	-	-	Contributions welcome.
FBgn0030791	CG9132	-	-	Contributions welcome.
FBgn0030634	CG9164	-	-	Contributions welcome.
FBgn0030890	CG7536	-	-	Contributions welcome.
FBgn0030757	CG9902	-	-	Contributions welcome.
FBgn0030775	CG9673	-	-	Contributions welcome.
FBgn0042132	CG18809	-	-	Contributions welcome.
FBgn0020261	pcm	pacman	20190926	pacman (pcm) encodes an exoribonuclease that degrades decapped mRNA. It is involved in epithelial closure, male fertility, apoptosis and growth control.
FBgn0028504	CG12182	-	-	Contributions welcome.
FBgn0265595	CG44422	-	-	Contributions welcome.
FBgn0023537	CG17896	-	-	Contributions welcome.
FBgn0024807	DIP1	DISCO Interacting Protein 1	20190919	DISCO Interacting Protein 1 (DIP1) encodes a protein that binds to double-stranded RNA and pre-miRNA. It is involved in the defense response to virus.
FBgn0266647	CG45154	-	-	Contributions welcome.
FBgn0036887	CG9231	-	-	Contributions welcome.
FBgn0030997	CG7990	-	-	Contributions welcome.
FBgn0002561	l(1)sc	lethal of scute	-	Contributions welcome.
FBgn0030792	CG4789	-	-	Contributions welcome.
FBgn0261289	CheB98a	Chemosensory protein A 98a	-	Contributions welcome.
FBgn0030794	CG13005	-	-	Contributions welcome.
FBgn0085396	CG34367	-	-	Contributions welcome.
FBgn0045842	yuri	yuri gagarin	20190919	yuri gagarin (yuri) encodes a protein involved in gravitaxis, ciliary basal body organization and sperm individualization.
FBgn0263257	Cngl	Cyclic nucleotide-gated ion channel-like	-	Contributions welcome.
FBgn0013684	mt:ND5	mitochondrial NADH-ubiquinone oxidoreductase chain 5	-	Contributions welcome.
FBgn0000279	CecC	Cecropin C	20190307	Cecropin C (CecC) encodes an antibacterial peptide with activity against Gram-negative bacteria. It is strongly expressed at the pupal stage.
FBgn0052204	CG32204	-	-	Contributions welcome.
FBgn0051601	CG31601	-	-	Contributions welcome.
FBgn0004698	Xpc	Xeroderma pigmentosum, complementation group C	20190321	Xeroderma pigmentosum, complementation group C (Xpc) encodes a protein involved in recognition of DNA damage and recruitment of nucleotide excision repair proteins.
FBgn0005631	robo1	roundabout 1	20190314	roundabout 1 (robo1) encodes a member of the Robo receptor family that uses the secreted glycoprotein encoded by sli as ligand and the products of Sdc and Dscam1 as co-receptors. It contributes to axon guidance and dendrite morphogenesis as well as regulating trachea and heart tube development.
